Densidad,Temperatura
0.55,0.0
0.6,0.0
0.61,0.3340380170746663
0.62,0.6543971032678239
0.63,0.7818217525483961
0.64,0.8430120784114637
0.65,0.9200731496178786
0.7,1.1557415804807112
0.8,1.5857542495956807
0.9,1.9593239657715356
1.0,2.3142841952910187
