Density,Temperature
0.55,0.685
0.6,0.8049999999999999
0.61,0.845
0.62,0.8466666666666667
0.63,0.9099999999999999
0.64,0.8933333333333332
0.65,0.9466666666666667
0.7,1.0133333333333334
0.8,1.5
0.9,1.8699999999999999
1.0,2.27
