Density,Temperature,Errors
0.55,0.13989320889196802,0.4428582850348549
0.6,0.7098880631555052,0.2813778050569477
0.61,0.7792945917733397,0.2827708347509615
0.62,0.7844415275966375,0.30673594955560207
0.63,0.8598243102631441,0.3100505239185577
0.64,0.9736405307729166,0.24727771622264677
0.65,1.028821240605011,0.23954743336652165
0.7,1.3168736870761368,0.15583498477470364
0.8,1.7355519644541355,0.15255128095583037
0.9,2.108917156255056,0.1464200987320991
1.0,2.464599598662417,0.14956007425990145
