Density,Temperature
0.55,0.0
0.6,0.0
0.61,0.0
0.62,0.0
0.63,0.0
0.64,0.6637212575685875
0.65,0.7702433430905783
0.7,1.0889283301079884
0.8,1.557312962911837
0.9,1.9426205749506313
1.0,2.3133978990609547
