Density,Temperature,Errors
0.55,0.3167649962546973,0.3893135626997687
0.6,0.8100000000000002,0.24638367041250758
0.61,0.810000000000011,0.2668113406209559
0.62,0.8700000000000001,0.28012415251547507
0.63,0.9100000000000001,0.28558651241014893
0.64,1.0100000000000002,0.22318376944518004
0.65,0.9899999999999999,0.2197447789242974
0.7,1.2499999999999998,0.1459387907370945
0.8,1.689999999999997,0.1354796148144401
0.9,2.0499999999999994,0.13493373378301013
1.0,2.4499999999999704,0.13903003116981313
