Dispersion,Probabilities
0.018244683742523193,0.9911563569499601
0.017807543277740367,0.9911854713193832
0.017944574356079213,0.991117561248041
0.018045365810394398,0.9911874071244271
0.02132260799407959,0.9910596424533474
0.018953680992126354,0.9911746728804803
0.016920149326324352,0.991178233392777
0.01892709732055675,0.9911354572542252
0.017839550971984752,0.9911620847640499
0.01920694112777721,0.9910784171473596
0.01776212453842163,0.9912291607549114
0.017324507236480824,0.9912248038476513
0.01690256595611561,0.9912959814071656
0.016698181629180797,0.9912794689978323
0.017618298530578613,0.9912796670390713
0.01631551980972279,0.9912780977064564
0.016084909439086803,0.991289678312117
0.01641160249710083,0.9912389935985688
0.01615077257156361,0.9912713577670436
0.017461001873016357,0.9912371662355238
0.01719963550567638,0.9912594887518114
0.017233967781066784,0.9912245673518028
0.016255974769592396,0.9912040971940563
0.016894280910491943,0.9911777196391937
0.0175703763961792,0.9911572460205325
0.017714500427246205,0.9911368396974379
0.0190867781639098,0.9910961201114039
0.0168967843055724,0.9910965838739949
0.02102351188659657,0.9909644830611444
0.017127454280853383,0.9910007680616071
0.01886320114135731,0.9909142498047121
0.018590331077575795,0.990906851137838
0.025075197219848522,0.9907785500249555
0.01866888999938965,0.9907378100579785
0.019315958023071178,0.9906083303113138
0.020052731037139893,0.9905490371488755
0.0205976963043214,0.9904090523719787
0.023593127727508434,0.9902819448901761
0.02464205026626598,0.990268256587367
0.021009743213653564,0.9902304930071677
0.02492457628250122,0.989894570842866
0.023836970329284668,0.9897503795162323
0.02812999486923229,0.989677486881133
0.023430585861206055,0.9895535692091911
0.02383643388748169,0.9892973934450457
0.02960711717605602,0.9889586075659721
0.026034057140350342,0.9889154880277572
0.03357046842575062,0.9883496888222233
0.030373692512512207,0.9880914149745819
0.04968458414077759,0.9873813632995851
0.038780272006988636,0.9871666185317501
0.03610950708389282,0.9867568873590039
0.038059651851654164,0.9865622578128692
0.060722947120666615,0.9856523713757915
0.044448912143707275,0.9853980464320029
0.0768312215805056,0.9836777037189853
0.07969498634338401,0.9826354988159672
0.06660377979278553,0.9823410057252453
0.0588551163673402,0.9813947158475076
0.13123679161071766,0.9794289281291346
0.1360294222831725,0.9771826294160658
0.12582367658615112,0.9761051712497588
0.9070673137903216,0.9660533811776869
0.16059768199920643,0.9702819947273501
0.29621607065200817,0.967841532153468
0.3143902420997621,0.9586300849914551
0.3459285497665404,0.9587772042520585
0.734628289937973,0.945637446641922
0.6666862368583679,0.9308177332724294
0.5632046163082123,0.9261625045730222
0.9128205627202987,0.9107381948540287
0.9943011762807147,0.8657871548529534
0.9895157744176687,0.8238545426708316
0.9930581336375327,0.7695155004099492
0.9935924606397747,0.7069545658789725
0.9908669216092676,0.6731507775876971
0.9907116131507793,0.5911701837723564
0.9892939930432477,0.47563608160670545
0.9891572115011514,0.4189696951224769
0.9888293555704879,0.3616588672495357
0.9830209017382006,0.2404456682364276
0.9703544540680015,0.18266401677167105
0.89223558671074,0.1130029072650828
0.9057850479730405,0.09661815587934405
0.9383275331929327,0.07668162514305399
0.911652502254583,0.049786044892314175
0.4184007766889408,0.01970390758041528
0.30045664444332937,0.01742959465501044
0.714294072240591,0.01288261773710645
0.6477935015573167,0.02107219329787293
0.2081342616584152,0.009972198090080367
0.2124343503965065,0.0069886750346349604
0.6001835704082624,0.011031466487780047
0.041571617592126096,0.003301606243175794
0.21974166360450909,0.005009624659038674
0.0284432332846336,0.002005140555481704
0.0960372627596371,0.002302729348171332
0.051660485041793394,0.002813098121870019
0.021589034877251802,0.00168743547007076
0.057951070019043996,0.0019821062556377323
0.0245471186353825,0.0013002635141263336
0.0087849131086841,0.0012238643068308993
0.0211003531585448,0.0012411704377060502
0.034640213416423704,0.0013929602663753252
0.0134162665344774,0.001270757338422627
0.0023678365396336,0.0009096843618598677
0.0047852116986178,0.0010157399457848806
0.0087996538495645,0.001011162883632073
0.0041141722467728,0.0009474727084799626
0.0058818450197578,0.0009947752426077512
0.007089709804859,0.0009887210803196046
0.0068890345864929,0.0009435770240792143
0.0032190792844631,0.001001134573767338
0.0084107942529954,0.0009284323317959625
0.008492920140270201,0.0009856213699094465
0.002562548732385,0.0008909882812369689
0.0040004418697208,0.000881761012433587
0.0018887554761022002,0.0008967455855810574
0.0030690942076035,0.0008976735629050684
0.008196210255846399,0.0009409943186196812
0.0015173575375228999,0.0008572355168120057
0.0025339756975881,0.0009075869269097779
0.004643127031158699,0.0009234468332461252
0.0028959678602404997,0.0008899076270960464
0.0020477698999457,0.0008684699401078625
0.0017757792957126999,0.0008468932701244194
0.0024993817205541,0.0008673160903966451
0.0010601448593660998,0.0008507669343792812
0.0020067904843017,0.0008552174943859265
0.0027622924535535,0.0008858521705522873
0.0009579375036992,0.0008374234871758063
0.001081004855223,0.0008242999068310651
0.0014310294063762002,0.0008509360926014994
0.0013164257397875,0.0008317385811448316
0.0012723673717119,0.0008499637309972103
0.0007869037799537999,0.000849117993587396
0.0010293049854225998,0.0008633063862009632
0.0015096961287780998,0.0008387864954138227
0.0033139916486106,0.0008765264327877659
0.0008337903418578,0.000826954981312105
0.0007860865443944,0.0008439892711447883
0.0009724959381856,0.0008563844216686568
0.002233826497104,0.0008377500888590658
0.0006614773883483999,0.0008369563282617174
0.0013496282044798001,0.0008494546554321219
0.0029919897788205003,0.0008648825869444405
0.001058449910488,0.0008534370102889079
0.0007565549458376999,0.0008244447766862778
0.0006381153943948001,0.0008355993390713709
0.0007721816655248001,0.0008273388067590359
0.0008581199217587,0.0008336621945002356
0.0009143036440946,0.0008463395143588207
0.0011994817759841,0.0008462880095917117
0.0008827335550449,0.000840751305522889
0.0009283499093726,0.000857149880950196
0.0011529996409081,0.0008403108090972909
0.0008935563964768999,0.0008397174954053369
0.0013619789970107,0.0008502767579028702
0.0008242322364822,0.0008564293147965534
0.0006441780133173,0.0008539925719941329
0.0012213307199999998,0.0008276506758955432
0.0006176400347613001,0.0008471517590805367
0.0008244022028520999,0.0008304022879699728
0.0006244331016205,0.0008356926192889503
0.0007617025403306,0.0008341211506405413
0.0007329732179641999,0.0008479861024346044
0.0006727486616000999,0.0008321819440160782
0.0007070566061884,0.0008318993075179463
0.0005974473897368,0.000837484017510153
0.0010852024424821,0.0008497773429318259
0.0005023189005442,0.0008211563803225046
0.0005253834533505,0.000831902570902289
0.0005777638871223,0.0008405279131575613
0.0009718182845973,0.0008528136813471876
0.0007583955884911,0.0008333810282149633
0.00048279447946690003,0.0008280844619166683
0.0004535400657914,0.0008326760729804367
0.0005825046100653,0.0008323365724795284
0.0005762573564425,0.0008372369913323723
0.000531323661562,0.0008433674619863109
0.0007815329590813001,0.0008471859957000878
0.0005255204159766999,0.000833607525489571
0.0005766720278188999,0.0008495715529387019
0.00044244225136929986,0.0008399418814317535
0.0007285142200999,0.0008308079931133368
0.0004494346212595001,0.0008157129159136639
0.0008724468643777,0.0008499923417524458
0.0006339117535389999,0.0008405750594852406
0.0005403927643783,0.0008311320471787176
0.0012803708668798,0.000835561875494211
0.0004606484435498001,0.0008292460048029942
0.0007164465496317,0.0008325839407681426
0.0008067492162808999,0.0008347739856088788
0.0004956158227288,0.0008318586932164264
0.0005839508376085001,0.0008353086237254406
0.0008902625995688,0.0008235317955333818
0.0004381564212963,0.0008379251771275563
0.0012491049128585,0.000841717915459214
0.0005304210353643,0.0008251258160828303
0.0005555475945584,0.0008233671294404576
0.0005997678381391001,0.0008539972920721326
0.0009671906591392999,0.0008322418089054311
0.0005435047787614,0.0008360004559489228
0.0004863909562118,0.0008218005641302982
0.00043509865645320004,0.0008323959491755897
0.0004503279924392001,0.0008258042372612399
0.0005918770330027,0.0008418054466375651
0.0012205787352286002,0.0008481687776022819
0.000539967441,0.0008371317473750399
0.00047023949446160004,0.0008286696404308311
0.0006683095707559,0.000828346311895789
0.0004368455847725,0.0008353719472764492
0.0005246201180853001,0.0008292931207124724
0.0005148922209628,0.000823543888456589
0.0005519246915355,0.0008269935500837627
0.0005977251566946999,0.0008515843922542175
0.0004553734906948999,0.0008181862942423285
0.0006627049297094,0.0008292689855630607
0.0005208698567002999,0.0008440946108631
0.0005710002733394999,0.0008408489851130304
0.00048722419887779994,0.0008345403284164445
0.00047716638073330014,0.0008267750869684819
0.0006743408157490001,0.0008257873825758459
0.0004576648934744999,0.0008329659013167246
0.0005194032564759,0.0008340073820773832
0.000518137938343,0.0008287943952205671
0.00047894497402009995,0.0008411026593567613
0.00046789582120250006,0.0008282623137346956
0.00043607986299320004,0.0008166375235774115
0.00045217748265710006,0.0008352770485103619
0.0004498683265411001,0.0008336825495314918
0.0007048100233078,0.0008322234310569774
0.0004907583352179,0.0008289126844535389
0.0004753557150252001,0.0008198943822794329
0.0005209909868427,0.0008418240081217975
0.00044429954141379986,0.0008391791072132826
0.0004298035637476,0.0008368113562614458
0.0004741529119200999,0.0008205751103588872
0.0004529523430392001,0.000833843262385407
0.0005863311234862002,0.0008299477097968432
0.00043159181950620015,0.0008278755181949201
0.00048218498704950005,0.0008273444284924782
0.00047580007230860004,0.0008266822386141955
0.00038617424434050007,0.0008228499648881773
0.0005233700503595,0.0008367641385824463
0.0004498901544138,0.0008403224585156781
0.0004593701451086,0.0008281439246098555
0.00048724544467410014,0.0008269196147128642
0.0004052943550051,0.0008470110426235787
0.0004235901287756999,0.0008377783958078612
0.0004330715164542,0.0008312079105375515
