Dispersion,Probabilities
0.8664485655608588,0.15533878431794695
0.8782771752448753,0.15466832254642393
0.8851882666349411,0.15385338012012068
0.8670321222161875,0.16458238639790407
0.8856873127515428,0.1619594169078025
0.8804328383412213,0.16043930394246228
0.8542261580005288,0.15033266637310497
0.843556673906278,0.15903317060288807
0.8355415432015435,0.15929159724818137
0.8315567576210015,0.16303087191758023
0.8204779301886448,0.16750264783967847
0.8732962865615265,0.1815439242353059
0.8737311860313639,0.19258630243287977
0.90456619579345,0.20205079357200606
0.9334184900508263,0.2039940589448044
0.900228148617316,0.21125109184091095
0.9008258169633337,0.20745562811659404
0.8817488208878785,0.20873329324276893
0.9094095987384209,0.212223883827355
0.9073656632099302,0.21111544547017533
0.8976350179873407,0.21267837078027407
0.9057077830657363,0.21023624586485484
0.9136650222353637,0.2043922546895305
0.9120446473243647,0.20131628949021987
0.919472904817667,0.1993763797566056
0.8843163821729831,0.1981297127244966
0.9049192090751603,0.19180991276823706
0.9012186069157907,0.1819131453989551
0.8814527324866503,0.1850538844670913
0.887727526947856,0.16880214718625594
0.8808263466344215,0.16358595835711878
0.8764102428103797,0.15164597392908233
0.826652619696688,0.13624442254582736
0.8800902517978102,0.1382219885919365
0.8854338484816254,0.13021793099817577
0.7683551371446811,0.10411545085947695
0.8094151179539041,0.10334135798840363
0.7926507522934118,0.08859927737769485
0.7779988857801072,0.07587482568506035
0.7244434278109112,0.07157369488241828
0.6701502974028699,0.05674282842708851
0.6933098725276068,0.04644691005282465
0.5329536569770427,0.031168347242728166
0.7365842323051766,0.03468460217878761
0.3532828253228217,0.020330986053093133
0.29655881476355717,0.01812442853911097
0.55003242084058,0.01413335940588832
0.4524457796360367,0.009479396298806128
0.5295496901380831,0.008621738189024024
0.2122446074499749,0.00594793374962566
0.20982735062716532,0.005069205293200171
0.1356575402896851,0.004468469327694721
0.1396420843666419,0.003567316546865304
0.19073381286580118,0.0032517177792237483
0.052105296170338995,0.00253118937729792
0.1150097366189584,0.0026137968191839037
0.0323376003070734,0.0017573444193799556
0.023995591967832297,0.0016466009424151813
0.036895890312735,0.0015841457283769659
0.0258129354915582,0.0015507343318195868
0.0190355962840841,0.0013424032397015453
0.0301843148772604,0.001462072407506149
0.010472944588400401,0.0011976064983099674
0.0060275080613791995,0.0010412940284559673
0.0220054528326727,0.0011788206359244692
0.0216981839039363,0.0010988901585138773
0.0027628247626126,0.0009230693361145795
0.0024935430265032,0.0009273482628760562
0.004481194133404601,0.0009451880919437647
0.007614541391376399,0.0009805407526027195
0.0087705073528924,0.0010340461330768601
0.0021667372784578,0.0008808113935861649
0.0058937431313098,0.000978559740273762
0.004227131663356001,0.0009171221488337442
0.0047852952848189,0.0008819995052531689
0.0011293331626803,0.0008749173648172835
0.0044593597995116994,0.0009024244336523161
0.0034010790404864,0.000895000740314725
0.0036145847989245998,0.0008862229133136655
0.0054728097748011,0.0008904748858331241
0.0007010286790317999,0.0008418055315005421
0.0047978694201447,0.0008522325274931797
0.0011003290419466,0.0008399444664406769
0.0011142438743263002,0.0008417469971162267
0.0010784930200315999,0.0008679769784632804
0.0015148760285228,0.0008652989367074106
0.0021154064452276002,0.0008643711566100859
0.0011919130920433,0.0008392789548533886
0.0015168772079049999,0.0008471754982706677
0.0016492503928021,0.0008614566817705984
0.002406574843917,0.0008616438995456587
0.0015044234460219,0.0008983538467342935
0.0012803153949789,0.0008536243071807166
0.0007524281390943001,0.0008435621486166613
0.0006499283481389,0.0008430926479637412
0.0009612499270588,0.0008296704349159052
0.0010990677401423,0.000828582559473501
0.0007832453702577001,0.0008269787441947994
0.0012034793617204,0.0008357411362206886
0.0006515158456751,0.000835314696074306
0.002194224158302,0.0008350915679749733
0.0005466545699163999,0.0008363648459324217
0.0006400856655091,0.0008317391729173719
0.0008123372099362,0.000840892717207093
0.0010150566231459002,0.0008400819023331136
0.0007444439106621001,0.0008364165056702257
0.0006677474011667,0.0008219364929906323
0.0009017623378895001,0.0008357053774118342
0.0010220553958789,0.0008413087007420663
0.0006603526417166,0.0008339628424546442
0.0010311046498826999,0.0008419561755594904
0.0007239503320306999,0.0008485100937576175
0.0006977252778598001,0.0008491782205946357
0.0005457922234200001,0.0008226147432806367
0.0008518527029082001,0.0008440616700900759
0.0004541539819911001,0.0008349573966840614
0.0005242525367066,0.0008474863871426086
0.0004964102408849001,0.0008313745841144729
0.0009340701508336,0.0008378290005575307
0.0005568520282395,0.0008332292238090795
0.0005177848506719,0.0008450014146404728
