Density,Temperature
0.55,0.0
0.6,0.8718459453501051
0.61,0.9174725106606606
0.62,0.9727022612940265
0.63,1.005996808093671
0.64,1.0351480423024841
0.65,1.0731524681583595
0.7,1.3024106089518437
0.8,1.7170644014968715
0.9,2.088892732320974
1.0,2.427904096397408
